question_id,labels,label_scores,label_sources
1425,"[""INTEREST_VISUAL_DESIGN"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_RESULTS_FOCUSED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_CURIOSITY""]","{""ORIENTATION_PEOPLE_FOCUSED"": 0.75, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.7, ""ORIENTATION_RESULTS_FOCUSED"": 0.7, ""INTEREST_VISUAL_DESIGN"": 0.95, ""TRAIT_CURIOSITY"": 0.7200000000000001}","{""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""ORIENTATION_RESULTS_FOCUSED"": ""metadata"", ""INTEREST_VISUAL_DESIGN"": ""metadata"", ""TRAIT_CURIOSITY"": ""rule""}"
1426,"[""INTEREST_VISUAL_DESIGN"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_RESULTS_FOCUSED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_CURIOSITY""]","{""ORIENTATION_PEOPLE_FOCUSED"": 0.75, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.7, ""ORIENTATION_RESULTS_FOCUSED"": 0.7, ""INTEREST_VISUAL_DESIGN"": 0.8833333333333333, ""TRAIT_CURIOSITY"": 0.7200000000000001}","{""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""ORIENTATION_RESULTS_FOCUSED"": ""metadata"", ""INTEREST_VISUAL_DESIGN"": ""metadata"", ""TRAIT_CURIOSITY"": ""rule""}"
1427,"[""INTEREST_VISUAL_DESIGN"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_RESULTS_FOCUSED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_CURIOSITY""]","{""ORIENTATION_PEOPLE_FOCUSED"": 0.75, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.7, ""ORIENTATION_RESULTS_FOCUSED"": 0.7, ""INTEREST_VISUAL_DESIGN"": 0.8833333333333333, ""TRAIT_CURIOSITY"": 0.7200000000000001}","{""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""ORIENTATION_RESULTS_FOCUSED"": ""metadata"", ""INTEREST_VISUAL_DESIGN"": ""metadata"", ""TRAIT_CURIOSITY"": ""rule""}"
1428,"[""INTEREST_VISUAL_DESIGN"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_RESULTS_FOCUSED"", ""ORIENTATION_TECHNOLOGY_FOCUSED""]","{""ORIENTATION_PEOPLE_FOCUSED"": 0.75, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.7, ""ORIENTATION_RESULTS_FOCUSED"": 0.7, ""INTEREST_VISUAL_DESIGN"": 0.8833333333333333}","{""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""ORIENTATION_RESULTS_FOCUSED"": ""metadata"", ""INTEREST_VISUAL_DESIGN"": ""metadata""}"
1429,"[""INTEREST_VISUAL_DESIGN"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_RESULTS_FOCUSED"", ""ORIENTATION_TECHNOLOGY_FOCUSED""]","{""ORIENTATION_PEOPLE_FOCUSED"": 0.75, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.7, ""ORIENTATION_RESULTS_FOCUSED"": 0.7, ""INTEREST_VISUAL_DESIGN"": 0.95}","{""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""ORIENTATION_RESULTS_FOCUSED"": ""metadata"", ""INTEREST_VISUAL_DESIGN"": ""metadata""}"
1430,"[""INTEREST_VISUAL_DESIGN"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_RESULTS_FOCUSED"", ""ORIENTATION_TECHNOLOGY_FOCUSED""]","{""ORIENTATION_PEOPLE_FOCUSED"": 0.75, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.7, ""ORIENTATION_RESULTS_FOCUSED"": 0.7, ""INTEREST_VISUAL_DESIGN"": 0.8833333333333333}","{""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""ORIENTATION_RESULTS_FOCUSED"": ""metadata"", ""INTEREST_VISUAL_DESIGN"": ""metadata""}"
1431,"[""INTEREST_VISUAL_DESIGN"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_RESULTS_FOCUSED"", ""ORIENTATION_TECHNOLOGY_FOCUSED""]","{""ORIENTATION_PEOPLE_FOCUSED"": 0.75, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.7, ""ORIENTATION_RESULTS_FOCUSED"": 0.7, ""INTEREST_VISUAL_DESIGN"": 0.8833333333333333}","{""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""ORIENTATION_RESULTS_FOCUSED"": ""metadata"", ""INTEREST_VISUAL_DESIGN"": ""metadata""}"
1432,"[""INTEREST_VISUAL_DESIGN"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_RESULTS_FOCUSED"", ""ORIENTATION_TECHNOLOGY_FOCUSED""]","{""ORIENTATION_PEOPLE_FOCUSED"": 0.75, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.7, ""ORIENTATION_RESULTS_FOCUSED"": 0.7, ""INTEREST_VISUAL_DESIGN"": 0.95}","{""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""ORIENTATION_RESULTS_FOCUSED"": ""metadata"", ""INTEREST_VISUAL_DESIGN"": ""metadata""}"
1433,"[""INTEREST_VISUAL_DESIGN"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_RESULTS_FOCUSED"", ""ORIENTATION_TECHNOLOGY_FOCUSED""]","{""ORIENTATION_PEOPLE_FOCUSED"": 0.75, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.7, ""ORIENTATION_RESULTS_FOCUSED"": 0.7, ""INTEREST_VISUAL_DESIGN"": 0.8833333333333333}","{""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""ORIENTATION_RESULTS_FOCUSED"": ""metadata"", ""INTEREST_VISUAL_DESIGN"": ""metadata""}"
1434,"[""INTEREST_VISUAL_DESIGN"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_RESULTS_FOCUSED"", ""ORIENTATION_TECHNOLOGY_FOCUSED""]","{""ORIENTATION_PEOPLE_FOCUSED"": 0.75, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.7, ""ORIENTATION_RESULTS_FOCUSED"": 0.7, ""INTEREST_VISUAL_DESIGN"": 0.8833333333333333}","{""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""ORIENTATION_RESULTS_FOCUSED"": ""metadata"", ""INTEREST_VISUAL_DESIGN"": ""metadata""}"
1435,"[""INTEREST_VISUAL_DESIGN"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_RESULTS_FOCUSED"", ""ORIENTATION_TECHNOLOGY_FOCUSED""]","{""ORIENTATION_PEOPLE_FOCUSED"": 0.75, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.7, ""ORIENTATION_RESULTS_FOCUSED"": 0.7, ""INTEREST_VISUAL_DESIGN"": 0.8833333333333333}","{""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""ORIENTATION_RESULTS_FOCUSED"": ""metadata"", ""INTEREST_VISUAL_DESIGN"": ""metadata""}"
1436,"[""INTEREST_RELIABILITY_MAINTENANCE"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_RESULTS_FOCUSED"", ""ORIENTATION_SYSTEM_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED""]","{""ORIENTATION_PEOPLE_FOCUSED"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.7, ""ORIENTATION_RESULTS_FOCUSED"": 0.7, ""INTEREST_RELIABILITY_MAINTENANCE"": 0.8833333333333333, ""ORIENTATION_SYSTEM_ORIENTED"": 0.8}","{""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""ORIENTATION_RESULTS_FOCUSED"": ""metadata"", ""INTEREST_RELIABILITY_MAINTENANCE"": ""metadata"", ""ORIENTATION_SYSTEM_ORIENTED"": ""metadata""}"
1437,"[""INTEREST_RELIABILITY_MAINTENANCE"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_RESULTS_FOCUSED"", ""ORIENTATION_SYSTEM_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED""]","{""ORIENTATION_PEOPLE_FOCUSED"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.7, ""ORIENTATION_RESULTS_FOCUSED"": 0.7, ""INTEREST_RELIABILITY_MAINTENANCE"": 0.8833333333333333, ""ORIENTATION_SYSTEM_ORIENTED"": 0.8}","{""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""ORIENTATION_RESULTS_FOCUSED"": ""metadata"", ""INTEREST_RELIABILITY_MAINTENANCE"": ""metadata"", ""ORIENTATION_SYSTEM_ORIENTED"": ""metadata""}"
1438,"[""INTEREST_RELIABILITY_MAINTENANCE"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_RESULTS_FOCUSED"", ""ORIENTATION_SYSTEM_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED""]","{""ORIENTATION_PEOPLE_FOCUSED"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.7, ""ORIENTATION_RESULTS_FOCUSED"": 0.7, ""INTEREST_RELIABILITY_MAINTENANCE"": 0.8833333333333333, ""ORIENTATION_SYSTEM_ORIENTED"": 0.8}","{""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""ORIENTATION_RESULTS_FOCUSED"": ""metadata"", ""INTEREST_RELIABILITY_MAINTENANCE"": ""metadata"", ""ORIENTATION_SYSTEM_ORIENTED"": ""metadata""}"
1439,"[""INTEREST_RELIABILITY_MAINTENANCE"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_RESULTS_FOCUSED"", ""ORIENTATION_SYSTEM_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED""]","{""ORIENTATION_PEOPLE_FOCUSED"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.7, ""ORIENTATION_RESULTS_FOCUSED"": 0.7, ""INTEREST_RELIABILITY_MAINTENANCE"": 0.8833333333333333, ""ORIENTATION_SYSTEM_ORIENTED"": 0.8}","{""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""ORIENTATION_RESULTS_FOCUSED"": ""metadata"", ""INTEREST_RELIABILITY_MAINTENANCE"": ""metadata"", ""ORIENTATION_SYSTEM_ORIENTED"": ""metadata""}"
1440,"[""INTEREST_RELIABILITY_MAINTENANCE"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_RESULTS_FOCUSED"", ""ORIENTATION_SYSTEM_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED""]","{""ORIENTATION_PEOPLE_FOCUSED"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.7, ""ORIENTATION_RESULTS_FOCUSED"": 0.7, ""INTEREST_RELIABILITY_MAINTENANCE"": 0.8833333333333333, ""ORIENTATION_SYSTEM_ORIENTED"": 0.8}","{""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""ORIENTATION_RESULTS_FOCUSED"": ""metadata"", ""INTEREST_RELIABILITY_MAINTENANCE"": ""metadata"", ""ORIENTATION_SYSTEM_ORIENTED"": ""metadata""}"
1441,"[""INTEREST_RELIABILITY_MAINTENANCE"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_RESULTS_FOCUSED"", ""ORIENTATION_SYSTEM_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED""]","{""ORIENTATION_PEOPLE_FOCUSED"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.7, ""ORIENTATION_RESULTS_FOCUSED"": 0.7, ""INTEREST_RELIABILITY_MAINTENANCE"": 0.8833333333333333, ""ORIENTATION_SYSTEM_ORIENTED"": 0.8}","{""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""ORIENTATION_RESULTS_FOCUSED"": ""metadata"", ""INTEREST_RELIABILITY_MAINTENANCE"": ""metadata"", ""ORIENTATION_SYSTEM_ORIENTED"": ""metadata""}"
1442,"[""INTEREST_RELIABILITY_MAINTENANCE"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_RESULTS_FOCUSED"", ""ORIENTATION_SYSTEM_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED""]","{""ORIENTATION_PEOPLE_FOCUSED"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.7, ""ORIENTATION_RESULTS_FOCUSED"": 0.7, ""INTEREST_RELIABILITY_MAINTENANCE"": 0.8833333333333333, ""ORIENTATION_SYSTEM_ORIENTED"": 0.8}","{""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""ORIENTATION_RESULTS_FOCUSED"": ""metadata"", ""INTEREST_RELIABILITY_MAINTENANCE"": ""metadata"", ""ORIENTATION_SYSTEM_ORIENTED"": ""metadata""}"
1443,"[""INTEREST_RELIABILITY_MAINTENANCE"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_RESULTS_FOCUSED"", ""ORIENTATION_SYSTEM_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED""]","{""ORIENTATION_PEOPLE_FOCUSED"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.7, ""ORIENTATION_RESULTS_FOCUSED"": 0.7, ""INTEREST_RELIABILITY_MAINTENANCE"": 0.95, ""ORIENTATION_SYSTEM_ORIENTED"": 0.8}","{""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""ORIENTATION_RESULTS_FOCUSED"": ""metadata"", ""INTEREST_RELIABILITY_MAINTENANCE"": ""metadata"", ""ORIENTATION_SYSTEM_ORIENTED"": ""metadata""}"
1444,"[""INTEREST_RELIABILITY_MAINTENANCE"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_RESULTS_FOCUSED"", ""ORIENTATION_SYSTEM_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED""]","{""ORIENTATION_PEOPLE_FOCUSED"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.7, ""ORIENTATION_RESULTS_FOCUSED"": 0.7, ""INTEREST_RELIABILITY_MAINTENANCE"": 0.8833333333333333, ""ORIENTATION_SYSTEM_ORIENTED"": 0.8}","{""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""ORIENTATION_RESULTS_FOCUSED"": ""metadata"", ""INTEREST_RELIABILITY_MAINTENANCE"": ""metadata"", ""ORIENTATION_SYSTEM_ORIENTED"": ""metadata""}"
1445,"[""INTEREST_RELIABILITY_MAINTENANCE"", ""INTEREST_SYSTEM_BUILDING"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_RESULTS_FOCUSED"", ""ORIENTATION_SYSTEM_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED""]","{""ORIENTATION_PEOPLE_FOCUSED"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.7, ""ORIENTATION_RESULTS_FOCUSED"": 0.7, ""INTEREST_RELIABILITY_MAINTENANCE"": 0.8833333333333333, ""ORIENTATION_SYSTEM_ORIENTED"": 0.8, ""INTEREST_SYSTEM_BUILDING"": 0.8}","{""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""ORIENTATION_RESULTS_FOCUSED"": ""metadata"", ""INTEREST_RELIABILITY_MAINTENANCE"": ""metadata"", ""ORIENTATION_SYSTEM_ORIENTED"": ""metadata"", ""INTEREST_SYSTEM_BUILDING"": ""rule""}"
1446,"[""INTEREST_RELIABILITY_MAINTENANCE"", ""INTEREST_SYSTEM_BUILDING"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_RESULTS_FOCUSED"", ""ORIENTATION_SYSTEM_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED""]","{""ORIENTATION_PEOPLE_FOCUSED"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.7, ""ORIENTATION_RESULTS_FOCUSED"": 0.7, ""INTEREST_RELIABILITY_MAINTENANCE"": 0.8833333333333333, ""ORIENTATION_SYSTEM_ORIENTED"": 0.8, ""INTEREST_SYSTEM_BUILDING"": 0.8}","{""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""ORIENTATION_RESULTS_FOCUSED"": ""metadata"", ""INTEREST_RELIABILITY_MAINTENANCE"": ""metadata"", ""ORIENTATION_SYSTEM_ORIENTED"": ""metadata"", ""INTEREST_SYSTEM_BUILDING"": ""rule""}"
1447,"[""INTEREST_RELIABILITY_MAINTENANCE"", ""INTEREST_SYSTEM_BUILDING"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_RESULTS_FOCUSED"", ""ORIENTATION_SYSTEM_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED""]","{""ORIENTATION_PEOPLE_FOCUSED"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.7, ""ORIENTATION_RESULTS_FOCUSED"": 0.7, ""INTEREST_RELIABILITY_MAINTENANCE"": 0.8833333333333333, ""ORIENTATION_SYSTEM_ORIENTED"": 0.8, ""INTEREST_SYSTEM_BUILDING"": 0.8}","{""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""ORIENTATION_RESULTS_FOCUSED"": ""metadata"", ""INTEREST_RELIABILITY_MAINTENANCE"": ""metadata"", ""ORIENTATION_SYSTEM_ORIENTED"": ""metadata"", ""INTEREST_SYSTEM_BUILDING"": ""rule""}"
1448,"[""INTEREST_RELIABILITY_MAINTENANCE"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_RESULTS_FOCUSED"", ""ORIENTATION_SYSTEM_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_CURIOSITY""]","{""ORIENTATION_PEOPLE_FOCUSED"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.7, ""ORIENTATION_RESULTS_FOCUSED"": 0.7, ""INTEREST_RELIABILITY_MAINTENANCE"": 0.8833333333333333, ""ORIENTATION_SYSTEM_ORIENTED"": 0.8, ""TRAIT_CURIOSITY"": 0.7200000000000001}","{""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""ORIENTATION_RESULTS_FOCUSED"": ""metadata"", ""INTEREST_RELIABILITY_MAINTENANCE"": ""metadata"", ""ORIENTATION_SYSTEM_ORIENTED"": ""metadata"", ""TRAIT_CURIOSITY"": ""rule""}"
1449,"[""INTEREST_RELIABILITY_MAINTENANCE"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_RESULTS_FOCUSED"", ""ORIENTATION_SYSTEM_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_CURIOSITY""]","{""ORIENTATION_PEOPLE_FOCUSED"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.7, ""ORIENTATION_RESULTS_FOCUSED"": 0.7, ""INTEREST_RELIABILITY_MAINTENANCE"": 0.8833333333333333, ""ORIENTATION_SYSTEM_ORIENTED"": 0.8, ""TRAIT_CURIOSITY"": 0.7200000000000001}","{""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""ORIENTATION_RESULTS_FOCUSED"": ""metadata"", ""INTEREST_RELIABILITY_MAINTENANCE"": ""metadata"", ""ORIENTATION_SYSTEM_ORIENTED"": ""metadata"", ""TRAIT_CURIOSITY"": ""rule""}"
1450,"[""INTEREST_RELIABILITY_MAINTENANCE"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_RESULTS_FOCUSED"", ""ORIENTATION_SYSTEM_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_CURIOSITY""]","{""ORIENTATION_PEOPLE_FOCUSED"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.7, ""ORIENTATION_RESULTS_FOCUSED"": 0.7, ""INTEREST_RELIABILITY_MAINTENANCE"": 0.8833333333333333, ""ORIENTATION_SYSTEM_ORIENTED"": 0.8, ""TRAIT_CURIOSITY"": 0.7200000000000001}","{""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""ORIENTATION_RESULTS_FOCUSED"": ""metadata"", ""INTEREST_RELIABILITY_MAINTENANCE"": ""metadata"", ""ORIENTATION_SYSTEM_ORIENTED"": ""metadata"", ""TRAIT_CURIOSITY"": ""rule""}"
1451,"[""INTEREST_PREDICTIVE_ANALYTICS"", ""INTEREST_PROTECTION_SECURITY"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_RESULTS_FOCUSED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_ANALYTICAL""]","{""ORIENTATION_PEOPLE_FOCUSED"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.7, ""ORIENTATION_RESULTS_FOCUSED"": 0.7, ""INTEREST_PROTECTION_SECURITY"": 0.8833333333333333, ""TRAIT_ANALYTICAL"": 0.7, ""INTEREST_PREDICTIVE_ANALYTICS"": 0.8}","{""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""ORIENTATION_RESULTS_FOCUSED"": ""metadata"", ""INTEREST_PROTECTION_SECURITY"": ""metadata"", ""TRAIT_ANALYTICAL"": ""metadata"", ""INTEREST_PREDICTIVE_ANALYTICS"": ""rule""}"
1452,"[""INTEREST_PREDICTIVE_ANALYTICS"", ""INTEREST_PROTECTION_SECURITY"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_RESULTS_FOCUSED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_ANALYTICAL""]","{""ORIENTATION_PEOPLE_FOCUSED"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.7, ""ORIENTATION_RESULTS_FOCUSED"": 0.7, ""INTEREST_PROTECTION_SECURITY"": 0.8833333333333333, ""TRAIT_ANALYTICAL"": 0.7, ""INTEREST_PREDICTIVE_ANALYTICS"": 0.8}","{""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""ORIENTATION_RESULTS_FOCUSED"": ""metadata"", ""INTEREST_PROTECTION_SECURITY"": ""metadata"", ""TRAIT_ANALYTICAL"": ""metadata"", ""INTEREST_PREDICTIVE_ANALYTICS"": ""rule""}"
1453,"[""INTEREST_PREDICTIVE_ANALYTICS"", ""INTEREST_PROTECTION_SECURITY"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_RESULTS_FOCUSED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_ANALYTICAL""]","{""ORIENTATION_PEOPLE_FOCUSED"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.7, ""ORIENTATION_RESULTS_FOCUSED"": 0.7, ""INTEREST_PROTECTION_SECURITY"": 0.8833333333333333, ""TRAIT_ANALYTICAL"": 0.7, ""INTEREST_PREDICTIVE_ANALYTICS"": 0.8}","{""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""ORIENTATION_RESULTS_FOCUSED"": ""metadata"", ""INTEREST_PROTECTION_SECURITY"": ""metadata"", ""TRAIT_ANALYTICAL"": ""metadata"", ""INTEREST_PREDICTIVE_ANALYTICS"": ""rule""}"
1454,"[""INTEREST_PROTECTION_SECURITY"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_RESULTS_FOCUSED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_ANALYTICAL""]","{""ORIENTATION_PEOPLE_FOCUSED"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.7, ""ORIENTATION_RESULTS_FOCUSED"": 0.7, ""INTEREST_PROTECTION_SECURITY"": 0.95, ""TRAIT_ANALYTICAL"": 0.7}","{""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""ORIENTATION_RESULTS_FOCUSED"": ""metadata"", ""INTEREST_PROTECTION_SECURITY"": ""metadata"", ""TRAIT_ANALYTICAL"": ""metadata""}"
1455,"[""INTEREST_PROTECTION_SECURITY"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_RESULTS_FOCUSED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_ANALYTICAL""]","{""ORIENTATION_PEOPLE_FOCUSED"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.7, ""ORIENTATION_RESULTS_FOCUSED"": 0.7, ""INTEREST_PROTECTION_SECURITY"": 0.8833333333333333, ""TRAIT_ANALYTICAL"": 0.7}","{""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""ORIENTATION_RESULTS_FOCUSED"": ""metadata"", ""INTEREST_PROTECTION_SECURITY"": ""metadata"", ""TRAIT_ANALYTICAL"": ""metadata""}"
